,praf,pmek,plcg,PIP2,PIP3,p44/42,pakts473,PKA,PKC,P38,pjnk
4275,120.0,215.0,16.0,22.7,4.78,2.79,66.1,279.0,8.9,30.0,23.5
4276,308.0,466.0,5.14,2.92,10.6,3.0,42.2,241.0,2.27,16.3,12.3
4277,42.2,46.6,14.2,21.9,14.5,6.1,79.1,1176.0,20.4,59.4,32.5
4278,39.6,59.4,9.65,21.1,10.6,1.91,14.1,55.7,1.0,11.5,7.57
4279,209.0,271.0,23.5,31.6,10.6,7.3,101.0,217.0,14.7,27.1,4.7
4280,281.0,400.0,9.73,23.1,30.5,25.5,153.0,2054.0,38.5,79.1,237.0
4281,132.0,188.0,18.9,17.5,2.97,55.2,219.0,4255.0,10.8,38.5,106.0
4282,433.0,638.0,7.99,130.0,26.7,1.96,74.3,215.0,4.07,23.3,12.2
4283,183.0,225.0,38.9,100.0,69.8,1.0,56.2,109.0,1.57,28.1,6.44
4284,308.0,514.0,13.7,59.9,6.85,4.74,67.9,292.0,9.91,101.0,172.0
4285,127.0,195.0,14.2,17.8,21.1,1.67,23.7,74.3,16.7,61.0,11.2
4286,1275.0,1827.0,8.74,16.0,5.52,4.87,39.6,100.0,23.1,56.2,15.8
4287,186.0,235.0,34.3,120.0,48.3,2.05,89.0,184.0,31.9,119.0,49.6
4288,105.0,155.0,17.2,19.3,6.85,1.0,31.9,137.0,1.0,12.9,8.9
4289,325.0,491.0,35.5,69.8,13.5,1.0,43.3,106.0,13.1,42.2,94.7
4290,69.8,109.0,11.9,49.6,11.0,2.07,113.0,264.0,11.5,37.5,10.6
4291,1018.0,1446.0,4.07,122.0,13.3,3.08,14.6,64.4,3.89,27.6,13.9
4292,76.4,57.3,20.9,109.0,112.0,28.6,137.0,2054.0,3.79,44.9,10.1
4293,59.4,63.2,28.6,61.5,27.9,1.53,37.2,139.0,23.5,53.8,21.9
4294,343.0,599.0,16.3,53.3,13.9,1.7,32.5,137.0,3.92,27.6,3.25
4295,297.0,403.0,5.78,22.9,7.3,3.37,109.0,328.0,3.65,22.7,6.15
4296,588.0,922.0,22.5,33.1,20.5,24.4,70.4,1286.0,7.37,51.4,98.2
4297,791.0,1197.0,47.0,13.0,26.9,1.61,28.6,53.3,44.5,88.2,25.0
4298,235.0,340.0,16.8,15.1,17.8,1.01,33.1,58.8,1.17,32.5,5.47
4299,170.0,239.0,6.92,67.3,11.0,16.0,63.2,1486.0,57.3,139.0,33.7
4300,644.0,1000.0,6.61,1.47,154.0,1.88,59.9,219.0,32.5,66.1,28.6
4301,284.0,414.0,17.0,20.4,8.35,2.35,28.1,35.5,1.0,32.5,13.1
4302,638.0,956.0,18.9,50.5,46.6,9.91,93.1,1382.0,1.35,33.1,16.1
4303,235.0,334.0,10.4,61.0,11.3,1.0,70.4,241.0,1.0,9.56,12.1
4304,225.0,340.0,13.8,56.7,36.8,2.13,58.3,255.0,2.04,29.4,1.95
4305,382.0,562.0,131.0,93.9,770.0,1.12,31.1,102.0,1.61,18.1,3.16
4306,2738.0,3924.0,14.9,11.1,6.04,2.57,78.4,221.0,1.65,18.1,3.4
4307,898.0,1407.0,7.77,13.9,30.2,12.3,77.7,1794.0,13.8,45.3,17.0
4308,193.0,264.0,20.5,19.5,17.9,18.9,61.0,1124.0,2.11,13.1,61.5
4309,42.9,34.3,117.0,219.0,59.9,3.31,30.5,91.4,15.4,32.8,195.0
4310,1472.0,2072.0,34.9,28.9,19.6,7.7,49.6,2308.0,10.7,40.3,68.5
4311,97.3,126.0,53.8,188.0,106.0,1.0,46.1,121.0,2.11,27.9,124.0
4312,85.8,123.0,16.4,103.0,12.3,1.0,63.8,241.0,1.01,19.8,3.4
4313,92.2,91.4,45.7,79.9,37.2,1.0,139.0,188.0,12.9,49.6,8.51
4314,1155.0,1747.0,15.5,154.0,27.4,2.33,75.7,248.0,4.07,29.7,8.9
4315,172.0,279.0,5.99,28.1,47.0,6.21,72.3,325.0,3.72,32.8,8.58
4316,143.0,229.0,14.5,25.0,20.0,2.29,30.2,61.5,3.55,16.7,10.5
4317,204.0,308.0,26.2,23.1,5.52,5.42,58.3,176.0,12.4,80.6,158.0
4318,167.0,289.0,17.0,33.1,13.2,4.57,141.0,325.0,12.2,32.2,112.0
4319,615.0,982.0,28.9,44.5,31.3,9.56,191.0,1670.0,1.18,7.37,7.64
4320,223.0,352.0,16.1,163.0,55.7,10.8,132.0,1568.0,9.31,34.9,13.9
4321,72.3,106.0,15.7,25.3,13.6,1.0,49.6,89.0,12.2,42.2,13.2
4322,300.0,449.0,22.7,25.9,5.73,11.3,67.9,1407.0,4.22,48.3,12.0
4323,31.3,34.6,7.57,150.0,21.1,1.31,118.0,257.0,31.1,58.8,22.3
4324,99.1,184.0,10.2,89.0,34.0,1.21,50.0,120.0,15.7,50.9,63.8
4325,39.2,38.2,9.06,80.6,25.0,1.47,66.1,195.0,1.89,50.9,1.0
4326,914.0,1370.0,4.18,15.5,63.8,1.88,49.1,143.0,2.11,29.4,4.07
4327,109.0,176.0,15.8,973.0,98.2,3.28,57.3,279.0,37.9,67.3,4.61
4328,86.6,81.3,89.0,246.0,111.0,1.0,33.7,80.6,11.4,35.2,71.7
4329,35.9,35.2,23.1,95.6,32.5,3.11,75.0,289.0,3.43,25.3,8.9
4330,487.0,685.0,13.0,18.4,4.7,5.0,121.0,392.0,17.8,41.8,17.2
4331,478.0,723.0,18.4,21.3,1.0,12.4,91.4,2503.0,1.73,39.6,12.5
4332,2714.0,3889.0,13.9,94.7,40.0,1.79,195.0,414.0,9.39,41.8,24.6
4333,78.4,205.0,20.0,18.4,17.0,1.15,22.5,69.8,1.02,43.7,7.84
4334,400.0,547.0,13.5,55.7,15.1,2.74,31.1,147.0,12.9,58.3,32.8
4335,519.0,730.0,13.2,64.9,23.7,6.55,30.2,1700.0,24.6,48.3,13.5
4336,225.0,305.0,33.7,58.3,30.8,7.3,56.7,1731.0,2.48,9.39,8.9
4337,193.0,267.0,17.6,88.2,64.4,1.0,12.3,145.0,1.07,14.7,2.13
4338,215.0,305.0,4.1,4.7,10.6,2.11,19.1,41.4,3.52,38.2,6.04
4339,50.0,46.1,20.7,11.3,17.8,1.0,56.2,253.0,2.48,54.2,11.9
4340,46.6,93.9,10.2,8.2,30.5,29.4,80.6,956.0,3.11,17.5,2.33
4341,1420.0,1928.0,14.3,119.0,45.7,2.21,99.1,215.0,1.0,9.56,8.13
4342,40.7,68.5,18.9,30.0,22.3,2.64,11.1,92.2,2.37,55.7,16.4
4343,27.6,10.7,17.0,17.5,8.74,1.0,31.3,53.8,2.33,43.3,4.03
4344,2035.0,2788.0,23.7,34.9,21.7,12.4,107.0,882.0,2.64,27.9,2.0
4345,453.0,661.0,136.0,241.0,48.7,2.62,53.3,173.0,5.62,50.0,145.0
4346,365.0,644.0,14.7,123.0,17.6,1.24,39.6,115.0,23.1,93.9,48.7
4347,41.8,28.4,22.3,25.7,1.23,1.57,40.7,195.0,38.5,102.0,52.8
4348,193.0,308.0,14.7,46.1,21.3,2.37,16.1,62.6,19.8,44.1,18.3
4349,1065.0,1526.0,117.0,281.0,93.9,3.16,22.5,110.0,45.7,74.3,21.1
4350,213.0,308.0,15.3,52.8,33.1,1.0,19.5,151.0,8.2,55.2,31.1
4351,193.0,289.0,20.9,70.4,38.2,7.91,67.9,294.0,11.2,40.0,22.5
4352,213.0,311.0,4.33,196.0,82.0,3.46,35.5,124.0,1.19,12.6,2.02
4353,340.0,500.0,24.8,85.1,39.2,2.35,25.0,16.0,9.31,50.5,24.4
4354,1134.0,1582.0,1.0,9.91,15.7,1.36,42.9,96.5,2.21,20.0,55.7
4355,132.0,198.0,3.05,22.7,56.7,2.29,72.3,215.0,23.1,80.6,42.2
4356,106.0,172.0,13.6,49.6,40.7,4.45,146.0,392.0,7.84,52.8,34.3
4357,57.8,72.3,26.7,54.7,43.7,6.38,35.2,248.0,9.82,30.8,10.6
4358,956.0,1382.0,16.7,20.9,13.8,11.0,49.6,1540.0,1.73,41.0,10.3
4359,599.0,898.0,20.4,14.3,2.79,1.53,30.5,136.0,1.18,35.2,6.61
4360,231.0,352.0,20.0,106.0,34.0,1.24,37.5,93.1,4.7,28.4,106.0
4361,698.0,1104.0,21.9,21.5,5.05,3.02,138.0,359.0,46.1,93.1,29.7
4362,1000.0,1512.0,16.8,106.0,24.1,6.85,63.2,271.0,4.1,23.3,17.6
4363,188.0,292.0,11.4,93.1,14.1,1.0,38.5,129.0,1.04,17.6,8.06
4364,56.2,56.7,11.9,120.0,31.3,1.0,57.3,163.0,3.4,13.9,12.9
4365,164.0,213.0,15.8,552.0,66.1,1.0,25.7,90.6,5.33,77.7,175.0
4366,1009.0,1420.0,21.1,26.7,53.3,6.49,67.3,346.0,1.0,31.6,1.79
4367,461.0,784.0,20.2,24.1,7.43,1.1,20.2,87.4,1.64,19.1,2.53
4368,297.0,437.0,7.7,18.4,17.6,23.7,77.7,973.0,1.0,44.9,12.7
4369,164.0,269.0,59.9,67.3,23.1,1.0,118.0,223.0,1.0,8.74,1.51
4370,649.0,1027.0,17.0,47.4,17.5,1.0,56.7,146.0,20.4,47.0,9.82
4371,130.0,184.0,16.4,46.1,23.7,1.55,59.9,89.8,1.0,36.8,14.2
4372,196.0,286.0,11.1,17.0,5.0,22.7,84.3,2308.0,2.79,10.1,7.37
4373,231.0,325.0,13.8,51.9,22.3,2.74,51.9,129.0,3.11,23.5,6.61
4374,23.9,32.5,15.4,4.03,23.3,5.14,49.6,1877.0,3.59,57.3,6.79
4375,130.0,191.0,42.6,262.0,93.9,1.0,110.0,294.0,1.43,29.2,7.3
4376,122.0,65.5,16.5,17.5,9.47,1.33,118.0,284.0,1.38,37.2,8.13
4377,253.0,372.0,17.9,32.5,31.9,6.98,64.9,246.0,1.42,39.6,117.0
4378,316.0,445.0,16.1,22.7,41.0,4.57,35.5,213.0,1.18,23.9,5.42
4379,27.6,54.2,26.7,71.0,34.9,1.35,80.6,227.0,49.6,84.3,36.2
4380,1124.0,1554.0,13.0,83.5,41.4,1.0,53.3,94.7,4.29,34.3,14.9
4381,167.0,255.0,14.6,58.8,5.28,2.11,79.1,237.0,1.0,14.7,14.6
4382,153.0,248.0,27.6,22.3,14.3,4.22,33.1,799.0,1.0,41.0,9.73
4383,217.0,191.0,48.7,56.2,18.8,17.6,170.0,991.0,1.0,26.7,10.7
4384,241.0,319.0,11.8,123.0,44.1,7.77,47.4,1334.0,3.0,52.3,20.9
4385,433.0,588.0,15.5,14.5,13.2,4.33,17.6,71.0,2.86,22.3,3.46
4386,1275.0,1811.0,15.1,19.1,14.2,16.5,121.0,1104.0,1.5,54.7,11.0
4387,85.8,124.0,16.4,53.8,26.4,5.78,96.5,276.0,4.18,17.9,69.2
4388,30.0,41.8,12.2,18.1,18.4,1.0,42.2,237.0,1.75,34.3,5.0
4389,227.0,316.0,25.5,56.2,31.3,2.74,20.7,61.5,18.4,62.1,25.7
4390,64.4,79.1,21.1,33.4,5.67,2.35,47.4,71.0,4.96,17.8,9.14
4391,931.0,1310.0,12.5,23.7,1.3,5.09,44.5,85.1,1.64,14.3,10.4
4392,466.0,777.0,16.5,18.8,10.6,1.08,64.4,163.0,16.4,51.9,30.2
4393,1037.0,1420.0,20.7,12.5,19.1,1.0,67.9,143.0,2.55,11.2,7.64
4394,85.8,107.0,14.5,35.2,8.74,1.36,17.6,50.0,3.59,38.9,2.55
4395,470.0,704.0,17.2,21.7,5.62,1.0,38.2,54.7,3.05,24.8,17.9
4396,673.0,939.0,24.1,24.8,2.07,7.57,112.0,1499.0,4.03,22.3,7.04
4397,82.8,103.0,17.5,19.6,11.0,6.79,53.3,2148.0,28.4,66.7,103.0
4398,84.3,142.0,9.65,142.0,8.35,1.45,126.0,352.0,3.65,29.2,111.0
4399,300.0,445.0,18.4,16.7,12.6,25.9,158.0,1715.0,17.6,51.4,20.5
4400,154.0,189.0,5.47,26.4,20.9,12.4,109.0,1433.0,2.15,53.8,11.0
4401,843.0,1241.0,47.8,95.6,11.4,1.37,83.5,269.0,1.53,37.9,7.04
4402,308.0,547.0,15.7,56.7,30.0,2.09,30.5,167.0,1.0,13.1,1.88
4403,145.0,164.0,15.7,193.0,11.1,4.1,91.4,389.0,11.8,34.9,13.0
4404,181.0,271.0,3.96,17.0,25.9,1.72,110.0,262.0,1.0,26.9,5.05
4405,1794.0,2393.0,17.3,51.4,31.6,1.09,26.2,124.0,6.85,35.9,3.62
4406,66.7,88.2,17.6,27.1,19.3,1.14,17.5,81.3,3.37,21.3,9.91
4407,241.0,375.0,18.9,17.5,6.38,1.04,109.0,217.0,11.9,31.9,8.74
4408,1252.0,1762.0,13.8,66.1,15.5,3.89,165.0,573.0,2.67,36.8,6.15
4409,131.0,213.0,26.7,487.0,86.6,3.25,48.7,147.0,14.2,57.8,82.0
4410,52.8,73.0,11.2,89.8,15.4,1.0,20.7,77.7,1.5,6.38,7.5
4411,1526.0,2227.0,30.0,52.8,70.4,18.6,46.1,1176.0,21.7,72.3,42.2
4412,914.0,1298.0,11.1,46.6,10.9,4.14,38.9,149.0,1.76,30.8,6.21
4413,62.1,71.7,12.9,85.1,26.4,1.84,43.3,61.0,1.61,29.7,13.7
4414,274.0,426.0,9.31,19.3,11.2,1.0,17.2,44.9,4.0,26.9,16.4
4415,38.9,36.5,20.9,37.2,14.7,3.08,76.4,259.0,7.57,53.8,9.73
4416,58.3,87.4,15.7,96.5,19.6,22.3,145.0,956.0,1.64,26.7,16.0
4417,160.0,257.0,15.5,64.4,30.0,6.85,46.6,2350.0,1.54,34.9,12.2
4418,227.0,289.0,8.2,173.0,25.3,8.13,155.0,449.0,1.27,44.9,17.6
4419,63.2,89.0,20.4,23.5,73.0,1.43,40.3,167.0,1.0,21.3,6.49
4420,157.0,231.0,18.8,15.7,15.0,25.5,97.3,757.0,3.05,10.0,7.84
4421,32.5,77.0,10.7,25.0,19.8,1.0,23.5,93.9,1.0,28.4,6.32
4422,209.0,334.0,21.5,11.9,7.3,1.54,51.9,164.0,30.8,115.0,56.7
4423,547.0,906.0,26.9,319.0,50.9,1.24,124.0,340.0,9.91,34.0,20.2
4424,158.0,204.0,7.99,23.9,13.2,1.78,41.8,173.0,3.02,24.4,5.52
4425,231.0,269.0,24.8,22.7,41.4,1.45,11.8,78.4,8.2,32.8,9.14
4426,138.0,193.0,17.2,68.5,29.2,26.2,227.0,2148.0,3.0,17.2,5.23
4427,1252.0,1778.0,38.9,52.3,21.1,4.0,24.8,137.0,2.39,34.6,10.3
4428,931.0,1395.0,42.2,133.0,313.0,1.18,122.0,183.0,1.04,32.5,3.16
4429,130.0,198.0,16.5,10.8,22.9,2.74,30.8,91.4,10.8,32.5,5.83
4430,103.0,176.0,29.4,66.7,78.4,1.67,20.5,66.7,1.5,48.7,5.0
4431,78.4,94.7,9.22,25.0,42.6,4.29,64.4,209.0,1.0,19.6,5.42
4432,231.0,322.0,14.1,21.7,14.2,1.0,66.7,62.6,15.1,59.9,14.5
4433,632.0,843.0,25.0,88.2,59.9,12.0,55.2,1747.0,1.0,61.5,13.6
4434,211.0,286.0,19.3,27.4,2.62,1.0,33.7,146.0,1.51,48.3,12.5
4435,1230.0,1843.0,12.2,15.0,15.8,1.0,23.7,126.0,1.81,21.5,6.21
4436,89.0,146.0,12.0,30.5,6.79,1.0,58.3,223.0,4.74,15.3,7.7
4437,195.0,269.0,24.4,130.0,48.7,1.0,65.5,146.0,29.4,93.9,37.9
4438,55.2,32.2,1.96,300.0,30.8,5.14,91.4,791.0,10.6,31.9,18.3
4439,1144.0,1611.0,10.5,145.0,12.7,20.2,61.5,1230.0,3.59,31.1,8.51
4440,186.0,302.0,1.0,271.0,16.3,6.98,44.5,449.0,1.57,17.6,6.1
4441,1055.0,1625.0,10.3,35.5,64.9,4.61,29.4,29.2,1.2,32.5,4.61
4442,483.0,737.0,13.7,55.2,21.9,2.57,91.4,292.0,1.0,30.8,15.1
4443,52.8,86.6,7.3,27.6,42.9,2.84,46.1,104.0,1.14,20.7,4.14
4444,95.6,137.0,21.9,37.5,13.1,1.54,41.4,123.0,1.2,16.0,8.98
4445,211.0,322.0,42.6,45.3,13.6,10.6,85.1,407.0,1.0,44.9,6.49
4446,302.0,437.0,12.7,39.2,17.9,1.0,53.3,168.0,3.62,50.9,79.9
4447,1275.0,1843.0,19.5,153.0,23.3,1.0,79.1,271.0,1.0,25.7,5.47
4448,533.0,813.0,5.94,12.4,20.5,1.0,32.2,65.5,1.5,20.4,2.33
4449,939.0,1433.0,32.5,25.5,37.2,2.94,28.6,98.2,1.58,22.3,76.4
4450,67.9,93.9,29.7,16.4,2.89,2.76,55.2,158.0,4.96,51.4,8.58
4451,178.0,284.0,19.6,48.3,18.1,3.79,44.5,1298.0,39.6,62.6,28.9
4452,1499.0,2091.0,26.2,52.8,106.0,3.43,133.0,331.0,3.85,30.5,16.3
4453,225.0,346.0,23.5,53.8,84.3,19.5,85.8,1459.0,2.39,25.0,6.73
4454,308.0,453.0,20.4,15.5,1.0,4.83,82.8,365.0,3.65,15.4,17.2
4455,175.0,264.0,12.6,17.2,18.4,2.21,39.6,866.0,1.0,31.3,1.0
4456,198.0,264.0,3.4,40.3,5.83,1.2,40.3,141.0,3.62,37.9,13.7
4457,80.6,105.0,25.9,15.7,25.3,4.57,117.0,233.0,16.5,41.0,18.3
4458,65.5,73.0,23.3,32.2,16.0,2.86,62.6,117.0,1.0,26.2,7.99
4459,44.9,74.3,24.4,12.3,29.4,3.82,178.0,352.0,3.96,13.6,7.99
4460,204.0,379.0,21.3,47.8,88.2,22.1,120.0,1540.0,10.7,37.5,18.3
4461,223.0,365.0,10.8,31.6,35.2,1.73,37.2,143.0,4.18,15.8,1.88
4462,87.4,167.0,25.5,379.0,66.7,1.0,45.7,57.8,33.1,57.8,43.3
4463,478.0,770.0,15.4,85.8,22.1,1.47,84.3,328.0,1.08,22.1,4.96
4464,58.8,125.0,7.57,196.0,27.4,2.81,17.2,98.2,4.26,20.5,14.9
4465,147.0,176.0,11.2,34.9,36.8,6.21,54.2,1459.0,16.3,55.7,32.2
4466,55.2,58.3,18.3,20.9,8.98,2.71,28.4,108.0,2.37,29.7,1.58
4467,231.0,343.0,16.3,59.4,20.5,2.97,30.0,124.0,2.67,22.9,3.82
4468,322.0,478.0,13.6,15.7,4.57,1.0,25.9,66.1,1.0,28.6,10.0
4469,241.0,328.0,13.2,94.7,25.7,2.55,23.9,153.0,2.67,9.91,3.65
4470,178.0,257.0,5.78,12.9,30.5,14.2,80.6,1911.0,5.99,42.2,10.6
4471,385.0,578.0,8.13,155.0,45.7,3.79,133.0,414.0,3.59,24.4,4.22
4472,300.0,426.0,21.1,20.5,12.1,3.72,61.0,274.0,1.3,24.1,7.64
4473,127.0,172.0,17.9,56.7,20.9,7.7,36.8,1018.0,1.0,26.4,10.2
4474,139.0,227.0,10.2,24.1,22.9,2.09,121.0,337.0,2.25,31.1,5.09
4475,244.0,322.0,14.7,12.0,3.82,1.76,54.7,118.0,4.49,58.8,30.2
4476,1219.0,1794.0,2.53,382.0,32.8,2.89,45.3,145.0,2.07,32.8,8.98
4477,193.0,311.0,10.3,28.9,77.0,42.6,337.0,2864.0,1.13,31.3,5.94
4478,562.0,906.0,15.5,18.3,12.1,1.19,35.2,85.1,7.1,38.5,17.0
4479,56.7,47.4,13.6,141.0,46.6,1.76,44.5,161.0,1.89,34.3,12.4
4480,157.0,223.0,22.7,217.0,71.7,1.58,59.4,114.0,1.22,19.3,10.5
4481,418.0,578.0,16.7,32.5,5.57,12.1,173.0,1670.0,9.14,64.4,7.1
4482,17.3,28.6,11.4,55.7,20.9,1.73,48.7,262.0,3.08,20.0,4.53
4483,1433.0,1999.0,25.9,23.1,13.0,4.91,77.0,1540.0,1.0,22.7,8.28
4484,101.0,167.0,46.1,313.0,66.1,68.5,599.0,5989.0,6.79,25.0,5.47
4485,253.0,346.0,13.0,117.0,36.5,13.7,53.3,300.0,34.3,76.4,26.7
4486,437.0,632.0,32.2,53.3,15.3,2.5,32.8,262.0,10.0,31.3,12.6
4487,56.7,45.7,14.9,123.0,52.3,2.5,47.8,170.0,2.19,21.5,5.78
4488,519.0,764.0,13.8,53.3,28.9,1.11,48.3,84.3,12.6,55.7,31.3
4489,137.0,253.0,4.41,13.7,13.7,6.98,4.91,325.0,2.69,11.3,14.9
4490,292.0,422.0,13.3,25.3,5.33,1.0,176.0,300.0,3.59,29.4,85.1
4491,63.8,71.0,12.7,15.7,1.0,1.0,44.1,50.9,4.07,40.3,121.0
4492,359.0,542.0,26.2,48.3,8.06,4.14,51.4,1540.0,1.19,31.6,7.43
4493,2227.0,3220.0,16.5,17.2,12.2,1.01,40.7,92.2,2.97,55.2,7.17
4494,737.0,1084.0,17.9,42.2,15.1,1.36,56.7,172.0,1.91,22.9,96.5
4495,227.0,334.0,23.9,63.8,17.3,14.7,64.9,1554.0,4.14,37.2,123.0
4496,164.0,244.0,13.9,14.6,1.0,1.83,71.7,150.0,2.76,26.9,5.14
4497,231.0,346.0,17.0,45.7,15.5,1.63,32.5,118.0,17.0,82.8,23.7
4498,40.0,51.9,17.6,164.0,56.7,1.43,56.2,122.0,3.46,28.4,4.66
4499,198.0,294.0,22.5,8.98,10.2,2.27,99.1,956.0,2.5,25.5,12.3
4500,141.0,221.0,13.5,64.9,31.9,2.89,80.6,193.0,1.45,25.0,10.8
4501,1310.0,1827.0,18.6,102.0,23.3,2.09,34.0,137.0,2.17,21.9,9.06
4502,168.0,269.0,10.6,161.0,19.3,1.98,49.1,178.0,1.25,12.1,5.42
4503,49.6,46.1,11.4,15.0,5.0,18.1,175.0,1197.0,1.0,20.4,10.0
4504,231.0,319.0,11.5,147.0,26.7,35.2,147.0,2916.0,2.15,36.8,8.13
4505,179.0,255.0,18.9,20.4,9.39,1.29,43.7,44.5,5.67,42.6,102.0
4506,106.0,136.0,15.7,12.1,24.1,2.94,178.0,487.0,3.49,32.8,86.6
4507,557.0,843.0,13.6,87.4,35.5,1.0,64.9,82.0,1.0,9.47,4.78
4508,94.7,137.0,23.3,9.22,40.0,4.0,22.1,410.0,1.07,50.9,17.8
4509,2187.0,3051.0,41.8,47.8,19.5,1.63,17.0,69.2,1.0,18.1,3.89
4510,328.0,403.0,8.13,20.9,17.5,1.0,18.1,82.0,1.08,21.5,13.0
4511,340.0,610.0,14.3,37.5,11.9,8.66,124.0,1407.0,1.0,17.6,4.07
4512,101.0,300.0,22.7,13.0,10.9,1.43,15.4,62.6,2.92,19.1,16.4
4513,160.0,229.0,15.8,48.7,4.83,1.0,55.7,179.0,21.7,52.8,20.5
4514,403.0,621.0,12.0,15.8,2.09,24.6,514.0,2035.0,2.41,28.9,2.86
4515,289.0,241.0,7.17,149.0,7.04,2.86,46.1,221.0,4.14,25.5,110.0
4516,509.0,799.0,28.1,31.3,20.9,25.5,139.0,2393.0,1.01,21.7,8.43
4517,661.0,991.0,54.2,101.0,20.0,3.11,34.3,183.0,3.68,23.1,8.74
4518,578.0,939.0,15.8,40.7,8.98,10.3,125.0,1568.0,1.21,33.7,11.0
4519,59.9,66.1,40.7,170.0,41.8,1.0,34.6,154.0,4.1,38.2,12.3
4520,253.0,359.0,15.5,20.7,34.3,4.03,93.1,267.0,1.0,33.4,7.37
4521,244.0,362.0,15.8,27.6,4.96,80.6,229.0,2738.0,23.1,46.6,27.1
4522,533.0,843.0,10.2,147.0,31.9,4.29,84.3,198.0,2.5,20.5,5.42
4523,204.0,308.0,22.7,33.7,14.1,26.7,96.5,882.0,7.5,31.1,11.1
4524,246.0,422.0,16.1,14.1,2.04,4.96,49.1,202.0,1.78,48.7,5.99
4525,1685.0,2393.0,17.2,110.0,34.0,1.75,55.7,137.0,2.09,40.0,8.66
4526,1499.0,2227.0,13.5,127.0,19.5,1.1,11.8,71.7,2.48,20.5,1.49
4527,64.9,99.1,34.9,43.3,69.8,5.67,138.0,410.0,4.61,12.7,1.64
4528,262.0,400.0,14.2,122.0,1.63,1.31,78.4,191.0,1.0,20.9,9.82
4529,86.6,74.3,8.43,136.0,16.3,24.1,72.3,1027.0,1.0,26.2,5.28
4530,679.0,982.0,9.39,131.0,8.28,9.56,73.0,255.0,3.43,36.2,2.53
4531,1446.0,2091.0,26.7,37.2,9.47,2.33,79.1,211.0,14.3,42.9,30.0
4532,573.0,882.0,12.4,11.5,4.0,9.22,65.5,289.0,1.27,14.9,7.43
4533,874.0,1298.0,15.0,10.4,16.5,1.15,15.4,86.6,2.44,40.0,13.5
4534,750.0,1144.0,12.6,14.5,11.4,12.4,47.4,939.0,11.0,20.7,8.66
4535,60.4,97.3,9.31,2.46,16.3,1.47,24.1,79.9,1.0,17.6,8.35
4536,328.0,466.0,14.7,39.6,49.6,6.61,60.4,165.0,2.31,48.3,15.5
4537,42.9,39.2,14.6,20.4,16.1,1.0,24.4,47.0,1.0,22.3,7.5
4538,474.0,799.0,16.4,20.0,25.5,13.2,56.2,1358.0,1.61,37.9,8.06
4539,196.0,267.0,42.9,65.5,104.0,11.2,59.9,422.0,1.79,36.8,14.7
4540,120.0,153.0,10.9,13.8,10.6,1.0,48.3,67.3,1.46,61.5,19.1
4541,227.0,340.0,10.2,22.1,3.65,1.0,33.1,31.9,1.96,24.6,6.1
4542,340.0,496.0,22.7,25.9,75.7,1.46,36.5,213.0,2.07,19.6,1.67
4543,365.0,542.0,3.59,21.3,34.3,10.8,126.0,445.0,1.23,21.9,8.82
4544,410.0,562.0,17.3,21.5,12.9,1.0,69.2,149.0,1.55,22.7,10.5
4545,55.2,85.1,6.04,20.2,5.0,1.96,67.9,126.0,4.66,22.5,8.2
4546,147.0,235.0,6.61,22.3,47.0,2.07,47.4,151.0,1.2,12.6,4.74
4547,155.0,227.0,34.0,49.6,7.3,2.74,36.2,147.0,2.48,24.6,2.64
4548,284.0,400.0,19.5,31.9,3.59,1.07,62.1,191.0,1.0,12.1,15.7
4549,2288.0,3429.0,35.2,42.6,18.9,1.43,30.5,1094.0,2.31,30.0,6.73
4550,355.0,523.0,14.1,25.9,16.5,2.09,93.9,294.0,5.67,30.2,6.15
4551,107.0,90.6,9.56,64.4,30.5,1.0,58.8,173.0,2.39,14.6,4.83
4552,139.0,165.0,14.6,21.7,11.0,1.37,67.9,137.0,1.0,14.1,2.05
4553,131.0,184.0,10.6,10.8,1.63,2.79,34.0,111.0,2.33,17.0,2.46
4554,81.3,139.0,21.3,20.9,8.35,1.0,12.6,50.0,1.12,45.3,12.9
4555,231.0,337.0,50.0,65.5,36.5,1.0,63.8,65.5,4.53,12.3,4.96
4556,49.6,54.7,27.1,337.0,38.2,4.91,47.8,1027.0,2.02,12.2,8.2
4557,523.0,828.0,13.2,73.7,15.4,1.0,119.0,279.0,1.2,37.9,6.73
4558,168.0,244.0,20.0,17.8,21.7,1.64,103.0,248.0,1.0,27.6,8.82
4559,799.0,1186.0,19.3,15.8,17.3,1.0,22.5,46.6,1.0,16.7,2.53
4560,349.0,441.0,50.0,328.0,79.1,2.02,28.1,58.3,1.0,15.5,4.07
4561,97.3,95.6,3.65,2.84,1165.0,7.5,160.0,429.0,2.86,43.7,7.5
4562,217.0,403.0,21.3,15.0,21.9,9.56,55.2,1459.0,4.57,40.0,13.8
4563,655.0,947.0,16.5,23.9,24.4,1.0,48.3,164.0,2.27,10.6,2.44
4564,71.7,115.0,25.0,36.8,10.5,3.08,71.7,259.0,1.0,15.5,7.7
4565,213.0,311.0,7.99,39.6,49.6,3.79,205.0,466.0,1.47,22.7,1.0
4566,250.0,372.0,19.8,248.0,79.9,4.78,151.0,328.0,2.71,9.56,10.0
4567,874.0,1334.0,26.2,30.8,7.23,1.0,28.4,46.1,1.49,17.6,7.1
