,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Side,City,County,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Humidity(%),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition
3029,2,2021-11-02 16:45,2021-11-02 17:15,37.774323,-122.428049,37.775768,-122.424282,0.229,Slow traffic from Webster St to Fell St due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-02 16:56,66,75,10,N,6,0,Fair
3031,2,2021-08-19 16:31,2021-08-19 17:52,37.770823,-122.409147,37.773871,-122.406558,0.254,Stationary traffic from 10th St to I-80 E due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-19 16:56,68,65,10,WNW,20,0,Fair
3033,2,2021-08-26 12:16,2021-08-26 18:55,37.765234,-122.404893,37.770944,-122.405753,0.397,Stationary traffic from Seventh St exit [1] to I-80 E due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-26 11:56,68,65,10,ENE,6,0,Fair
3034,2,2021-09-05 19:15,2021-09-05 19:46,37.814015,-122.47786,37.832698,-122.481179,1.304,Stationary traffic on US-101 N - CA-1 N from Golden Gate Bridge/Toll Plaza (US-101) to Golden Gate Recreation Area (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-09-05 18:56,62,75,10,NNW,18,0,Mostly Cloudy
3036,2,2021-12-22 8:06,2021-12-22 10:20,37.732276,-122.431857,37.731887,-122.433604,0.099,Accident on Alemany Blvd (I-280) from Monterey Blvd/San Jose Ave (I-280) to I-280 S - John F Foran Fwy S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-22 7:56,48,96,1,E,8,0.04,Light Rain
3038,2,2021-08-14 22:42,2021-08-14 23:02,37.766317,-122.405257,37.762475,-122.405659,0.266,Slow traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Vermont St (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-08-14 22:56,61,83,10,W,6,0,Fair
3039,2,2021-11-22 14:37,2021-11-22 16:53,37.734011,-122.411163,37.731631,-122.426077,0.831,Accident on Army St (I-280) from Monterey Blvd/San Jose Ave (I-280) to I-280 S - John F Foran Fwy S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-22 14:56,65,56,10,CALM,0,0,Fair
3040,2,2021-11-23 23:27,2021-11-24 1:48,37.779671,-122.423551,37.779758,-122.422903,0.036,Accident from Gough St to Van Ness Ave.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-23 23:56,51,83,10,WNW,7,0,Fair
3041,4,2021-11-02 3:49,2021-11-02 5:04,37.743948,-122.40558,37.753128,-122.40282,0.652,Incident on US-101 NB near CESAR CHAVEZ Road closed. Take alternate route.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-11-02 3:56,61,93,9,NE,7,0,Light Rain
3042,2,2021-12-29 3:43,2021-12-29 5:46,37.746974,-122.404571,37.739334,-122.408141,0.563,Accident on Army St/Potrero Ave (US-101) from I-280/Alemany Blvd (US-101) to James Lick Fwy S - US-101 S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-12-29 3:44,47,93,1,SE,8,0.04,Light Rain
3043,2,2021-10-30 0:36,2021-10-30 2:42,37.740282,-122.40805,37.739749,-122.40812,0.037,Accident on Army St/Potrero Ave (US-101) from I-280/Alemany Blvd (US-101) to James Lick Fwy S - US-101 S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-10-30 0:56,58,90,10,W,12,0,Partly Cloudy
3044,2,2021-02-13 20:30,2021-02-13 23:01,37.719815,-122.448383,37.718672,-122.448526,0.079,Accident on Geneva Ave (I-280) from Sickles Ave (I-280) to I-280 S - John F Foran Fwy S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-13 20:56,52,74,10,WNW,17,0,Fair
3045,2,2021-02-18 5:47,2021-02-18 8:08,37.765236,-122.404898,37.773771,-122.406429,0.596,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-18 5:56,45,68,10,CALM,0,0,Fair
3047,2,2021-01-16 0:28,2021-01-16 3:23,37.807138,-122.475672,37.806988,-122.475524,0.013,NB 101 JSO TP. 1039 GGB,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-16 0:56,54,80,10,CALM,0,0,Fair
3048,2,2021-02-04 18:40,2021-02-04 20:47,37.780619,-122.471755,37.780669,-122.470685,0.059,Accident from Anza St (Funston Ave) to Geary Blvd (Funston Ave).,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-04 18:56,53,45,10,WNW,14,0,Fair
3049,2,2021-02-11 16:43,2021-02-11 18:52,37.731378,-122.425239,37.73136,-122.423849,0.076,Accident on Monterey Blvd/San Jose Ave (I-280) from Alemany Blvd (I-280) to John F Foran Fwy - I-280 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-11 16:56,55,83,7,SE,13,0.07,Light Rain
3050,2,2021-01-14 1:13,2021-01-14 3:37,37.731855,-122.432999,37.732178,-122.430459,0.141,NB 280 JNO MONTEREY. [Appended 17:38:11] [Notification] [FSP]-Problem changed from FSP Field Initiated Incident to 1182-Trfc Collision-No Inj by FSP[Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-14 0:56,56,84,9,E,9,0,Fair
3052,2,2021-02-26 8:40,2021-02-26 10:23,37.710394,-122.462216,37.719972,-122.448003,1.021,Stationary traffic on John F Foran Fwy - I-280 N from Saint Charles Ave (I-280) to Geneva Ave (I-280) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-26 8:56,54,66,10,WNW,7,0,Fair
3055,2,2021-01-07 3:01,2021-01-07 5:16,37.772959,-122.406545,37.776089,-122.404675,0.239,8TH ONR TO EB 80. B32-081 CHKG 8TH ST ONR FIRST,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-07 2:56,51,92,3,NE,7,0,Cloudy
3057,2,2021-01-08 16:20,2021-01-08 18:25,37.771843,-122.423304,37.772363,-122.422614,0.052,Incident on MARKET ST near VALENCIA ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-08 15:56,56,84,10,CALM,0,0,Partly Cloudy
3058,2,2021-02-12 20:23,2021-02-12 22:38,37.766202,-122.404866,37.768519,-122.405095,0.161,Accident from I-80 exit [433B] to I-80 E.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-12 19:56,54,80,10,W,22,0,Mostly Cloudy / Windy
3059,2,2021-01-28 16:50,2021-01-28 22:56,37.766307,-122.405236,37.752497,-122.402986,0.962,Slow traffic on James Lick Fwy S - US-101 S from I-80 (US-101) to Army St/Potrero Ave (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-28 16:56,53,83,10,E,5,0,Mostly Cloudy
3062,2,2021-01-23 23:06,2021-01-24 1:29,37.765234,-122.404893,37.769144,-122.407083,0.295,NB 101 AT 9TH ST. GRN TOYT TAC VS GOLD TOYT CAM,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-23 22:56,46,79,10,WSW,3,0,Fair
3063,2,2021-02-06 20:46,2021-02-07 2:21,37.773768,-122.408502,37.77348,-122.408962,0.032,Accident from 8th St (Harrison St) to 9th St (Harrison St).,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-06 20:56,54,75,10,W,8,0,Fair
3064,2,2021-01-26 2:06,2021-01-26 4:20,37.732297,-122.414206,37.733227,-122.411906,0.141,NB 280 JSO 101. SUB COMPACT IN A DITCH ON RHS - FLASHERS ON[Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-26 1:56,43,65,10,WNW,10,0,Fair
3066,2,2021-01-23 13:46,2021-01-24 3:24,37.770949,-122.405755,37.786612,-122.390136,1.378,Slow traffic on I-80 E - James Lick Fwy N from US-101 (I-80) to Treasure Island Rd (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-23 13:37,57,53,10,WNW,14,0,Partly Cloudy
3067,2,2021-01-08 22:33,2021-01-09 0:57,37.769464,-122.413199,37.768796,-122.407979,0.289,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to San Francisco-Oakland Bay Bridge due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-08 22:56,48,86,10,NW,3,0,Partly Cloudy
3068,2,2021-01-28 21:49,2021-01-29 0:38,37.730059,-122.439598,37.729896,-122.440068,0.028,BOSWORTH ONR TO SB 280. LL 1185 [Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-28 21:56,48,89,10,SW,3,0,Mostly Cloudy
3069,2,2021-01-17 12:16,2021-01-17 13:34,37.731633,-122.434576,37.731442,-122.435284,0.041,SB 280 AT SAN JOSE. XRAY OO VEH SAYING SHE IS OKAY,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-17 11:56,68,37,10,N,3,0,Fair
3070,2,2021-02-22 2:26,2021-02-22 13:31,37.769865,-122.417816,37.771858,-122.423312,0.33,Slow traffic from Octavia Blvd exit [434B] to Market St / Octavia Blvd due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-22 1:56,50,68,10,CALM,0,0,Fair
3071,2,2021-02-15 0:26,2021-02-15 1:44,37.769632,-122.417741,37.769594,-122.41696,0.043,Incident on US-101 SB near 13TH ST Drive with caution.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-15 0:21,55,89,4,SSW,6,0.02,Cloudy
3072,2,2021-01-08 22:33,2021-01-09 0:41,37.769464,-122.413199,37.768796,-122.407979,0.289,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to San Francisco-Oakland Bay Bridge due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-08 22:56,48,86,10,NW,3,0,Partly Cloudy
3073,2,2021-02-05 15:44,2021-02-05 19:21,37.632433,-122.402683,37.636423,-122.402543,0.276,Accident at North Access Road exit [423C].,R,San Francisco,San Mateo,US/Pacific,KSFO,2021-02-05 15:56,58,60,10,WNW,18,0,Fair
3074,2,2021-01-11 16:55,2021-01-11 19:13,37.758514,-122.405233,37.760718,-122.406281,0.163,NB 101 JNO CESAR. SF FIRE ADVS THEY ARE RESP TO ABV / ADVSD LINE 8 AND INV STATES 1182 [Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-11 16:56,56,64,10,WNW,10,0,Mostly Cloudy
3075,2,2021-02-13 7:53,2021-02-13 10:12,37.742854,-122.396971,37.743026,-122.396795,0.015,Accident on US-101 (I-280) from Army St (I-280) to John F Foran Fwy N - I-280 N - Southern Embarcadero Fwy N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-13 7:56,55,83,3,W,16,0.03,Light Rain
3076,2,2021-02-22 12:27,2021-02-22 16:23,37.746975,-122.404577,37.7442,-122.405614,0.2,Accident on Army St/Potrero Ave (US-101) from I-280/Alemany Blvd (US-101) to James Lick Fwy S - US-101 S.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-22 12:56,66,38,10,NNE,3,0,Fair
3077,2,2021-02-14 11:53,2021-02-14 13:09,37.715545,-122.398508,37.693415,-122.391763,1.573,Stationary traffic on James Lick Fwy S - US-101 S - Bayshore Fwy S from 3rd St/Bayshore Blvd (US-101) to Sierra Point Rd (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-14 11:56,56,60,9,WNW,15,0,Cloudy
3078,2,2021-01-19 21:26,2021-01-20 1:22,37.758514,-122.405233,37.765959,-122.404999,0.515,Slow traffic on Central Skwy N - James Lick Fwy N - US-101 N - Central Fwy from Army St/Potrero Ave (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-19 20:56,58,30,10,NW,5,0,Fair
3079,2,2021-02-15 0:32,2021-02-15 1:08,37.770949,-122.405755,37.772953,-122.406563,0.145,Stationary traffic on I-80 E - James Lick Fwy N from US-101 (I-80) to 7th St/Bryant St (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-15 0:21,55,89,4,SSW,6,0.02,Cloudy
3080,2,2021-02-22 2:26,2021-02-22 14:06,37.769669,-122.416109,37.771858,-122.423312,0.421,Stationary traffic from Octavia Blvd exit [434B] to Market St / Octavia Blvd due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-22 1:56,50,68,10,CALM,0,0,Fair
3081,2,2021-02-18 5:52,2021-02-18 8:56,37.768861,-122.406907,37.773622,-122.406274,0.331,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-18 5:56,45,68,10,CALM,0,0,Fair
3082,2,2021-01-29 14:00,2021-01-30 2:15,37.768914,-122.408069,37.773622,-122.406274,0.34,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-29 13:56,53,69,10,SE,6,0,Mostly Cloudy
3086,2,15:00.0,21:06.0,37.711483,-122.455619,37.711213,-122.455929,0.025,2998 San Jose Ave / CHEVRON. DRK HOND ORIG TOOK OFF // RP CAUGHT UP TO VEH,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-01 8:56,49,83,10,CALM,0,0,Fair
3087,2,26:00.0,45:49.0,37.7718,-122.42339,37.7696,-122.41695,0.383,Incident on US-101 SB near MARKET ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-11 17:29,55,86,7,NE,5,0.05,Light Rain
3088,2,2021-01-02 4:57,2021-01-02 6:32,37.740343,-122.407854,37.743953,-122.405594,0.278,Incident on US-101 NB near CESAR CHAVEZ ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-02 4:56,50,89,2,E,7,0.1,Light Rain
3089,2,05:00.0,38:28.0,37.75002,-122.390438,37.750111,-122.390442,0.006,INDIANA AT CESAR CHAVEZ. 1039 RP COPIES UNITS ARE EXTENDED ON LOG GG 0450 - HE WILL CB IF HE LEAVES,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-09 15:56,58,51,10,W,10,0,Mostly Cloudy
3090,2,27:00.0,41:42.0,37.802742,-122.467743,37.805172,-122.473173,0.341,Incident on US-101 NB near CA-1 Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-04 16:56,57,69,10,WSW,13,0,Partly Cloudy
3094,2,50:00.0,34:36.0,37.711826,-122.453838,37.719346,-122.448228,0.603,NB 280 JNO SICKLES. 23 1185 97 [Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-28 17:56,51,86,10,SE,5,0,Mostly Cloudy
3095,2,21:30.0,25:30.0,37.770949,-122.405755,37.786612,-122.390136,1.378,Stationary traffic on I-80 E - James Lick Fwy N from US-101 (I-80) to Treasure Island Rd (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-13 10:56,58,67,8,WNW,20,0,Mostly Cloudy
3098,2,2021-02-10 16:31,2021-02-10 17:50,37.765234,-122.404893,37.769144,-122.407083,0.295,Incident on I-80 EB near SPLIT Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-10 16:56,56,67,10,W,21,0,Fair / Windy
3099,2,2021-01-10 18:28,2021-01-10 20:43,37.725774,-122.446178,37.729924,-122.439558,0.462,NB 280 JSO OCEAN. 32-13 CPYS LN 10,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-10 18:56,55,80,10,N,7,0,Mostly Cloudy
3102,2,2021-02-18 9:04,2021-02-18 18:34,37.765236,-122.404898,37.773771,-122.406429,0.596,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-18 8:56,51,56,10,SE,5,0,Mostly Cloudy
3103,2,2021-02-12 14:15,2021-02-12 18:06,37.769669,-122.416109,37.769865,-122.417816,0.094,Accident at Duboce Ave exit [434A].,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-12 13:56,59,67,10,W,21,0,Fair / Windy
3104,2,2021-02-15 0:31,2021-02-15 1:20,37.767247,-122.404972,37.774043,-122.405898,0.472,Slow traffic on I-80 E - James Lick Fwy N from I-80 exit [433B] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-15 0:21,55,89,4,SSW,6,0.02,Cloudy
3105,2,2021-01-25 3:28,2021-01-25 6:40,37.802742,-122.467743,37.801342,-122.469503,0.136,NB 101 TO SB 1 CON. [Rotation Request Comment] 1039 FERROVIAL SERVICES 415.614.9373 NEG TKS,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-25 3:56,48,63,10,WNW,25,0,Fair / Windy
3106,2,20:00.0,27:02.0,37.77416,-122.444414,37.775087,-122.444596,0.065,Incident on CENTRAL AVE near GROVE ST Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-24 0:56,47,83,10,CALM,0,0,Fair
3107,2,37:00.0,16:36.0,37.729927,-122.439579,37.730412,-122.437743,0.106,Accident at exit [52].,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-11 16:56,55,83,7,SE,13,0.07,Light Rain
3108,2,51:00.0,54:44.0,37.729915,-122.439569,37.732755,-122.432869,0.415,NB 280 JSO SAN JOSE. 32-12 GG TOW 1022D ON SCENE BOT [Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-22 1:56,52,71,10,SSE,7,0,Cloudy
3109,2,53:00.0,11:29.0,37.747639,-122.403584,37.749169,-122.404744,0.123,Incident on BAY SHORE BLVD near POTRERO AVE Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-19 3:56,59,33,10,NNE,35,0,Fair / Windy
3113,2,2021-01-08 21:20,2021-01-08 22:37,37.733498,-122.412124,37.732298,-122.414894,0.173,Incident on I-280 SB near ALEMANY BLVD Drive with caution.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-08 20:56,53,83,9,N,10,0,Fair
3116,2,2021-01-06 20:49,2021-01-06 21:55,37.710413,-122.460593,37.713127,-122.452306,0.49,Slow traffic on John F Foran Fwy - I-280 N from Saint Charles Ave (I-280) to Geneva Ave (I-280) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-06 20:56,49,90,10,CALM,0,0,Fair
3117,2,2021-01-03 9:15,2021-01-03 10:31,37.734634,-122.406332,37.735316,-122.40675,0.052,Incident on US-101 NB near I-280 Right shoulder closed.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-03 9:12,50,93,1,S,6,0,Fog
3118,2,2021-02-09 2:45,2021-02-09 5:15,37.784653,-122.41442,37.784863,-122.41279,0.09,Accident from Hyde St to Jones St.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-09 2:56,53,77,10,WNW,3,0,Cloudy
3120,2,2021-01-16 20:55,2021-01-16 22:47,37.77004,-122.40389,37.770038,-122.403935,0.002,TOWNSEND AT 8TH ST. [Appended 13:24:12] VIC ADV SHE SAW CHP LOGO ON SIDE OF PATROL VEH ....,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-16 20:56,52,89,10,WNW,9,0,Fair
3121,2,2021-01-14 18:59,2021-01-14 21:47,37.737951,-122.406841,37.738121,-122.406197,0.037,Incident on INDUSTRIAL ST near BAY SHORE BLVD Drive with caution.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-14 18:56,53,86,10,WNW,12,0,Fair
3122,2,2021-02-18 9:04,2021-02-18 15:56,37.768869,-122.40739,37.774463,-122.406098,0.393,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-18 8:56,51,56,10,SE,5,0,Mostly Cloudy
3123,2,2021-01-11 20:46,2021-01-12 1:58,37.768999,-122.408841,37.774463,-122.406098,0.406,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-11 20:56,52,80,10,W,8,0,Mostly Cloudy
3125,2,2021-01-15 20:13,2021-01-16 0:04,37.768857,-122.406683,37.774463,-122.406098,0.389,Stationary traffic on I-80 E - James Lick Fwy N from I-80 exit [433] to exit [1] due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-15 20:56,56,75,10,E,3,0,Mostly Cloudy
3126,2,34:00.0,25:30.0,37.770949,-122.405755,37.781507,-122.396919,0.875,Stationary traffic on I-80 E - James Lick Fwy N from US-101 (I-80) to 4th St/5th St (I-80) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-14 14:56,61,72,10,CALM,0,0,Partly Cloudy
3128,2,29:30.0,52:30.0,37.765234,-122.404893,37.770944,-122.405753,0.397,Slow traffic from I-80 exit [433B] to I-80 E due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-10 16:56,56,67,10,W,21,0,Fair / Windy
3129,2,34:00.0,18:13.0,37.77428,-122.404764,37.774354,-122.404661,0.008,Incident on BRYANT ST near 7TH ST Expect delays.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-30 1:56,47,83,10,CALM,0,0,Mostly Cloudy
3130,2,2021-01-08 22:33,2021-01-09 2:28,37.769464,-122.413199,37.768796,-122.407979,0.289,Stationary traffic on Central Skwy S - US-101 S - Central Fwy from 13th St to San Francisco-Oakland Bay Bridge due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-08 22:56,48,86,10,NW,3,0,Partly Cloudy
3131,2,2021-02-17 21:22,2021-02-17 23:25,37.825615,-122.479172,37.830484,-122.479739,0.338,Accident on Golden Gate Bridge/Toll Plaza (US-101) from Golden Gate Recreation Area (US-101) to US-101 N - CA-1 N.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-17 20:56,54,57,9,WNW,13,0,Mostly Cloudy
3132,2,2021-02-17 16:50,2021-02-17 18:09,37.766317,-122.405257,37.765182,-122.40515,0.079,Incident on US-101 SB near I-80 Expect delays.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-17 16:56,57,55,10,WNW,14,0,Mostly Cloudy
3133,2,2021-01-28 8:32,2021-01-28 9:50,37.766307,-122.405236,37.752497,-122.402986,0.962,Incident on US-101 SB near I-80 Expect delays.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-28 8:56,51,89,3,SE,8,0.17,Heavy Rain
3134,2,2021-01-11 4:31,2021-01-11 5:23,37.765234,-122.404893,37.769144,-122.407083,0.295,Stationary traffic on Central Skwy N - US-101 N - Central Fwy from Vermont St (US-101) to I-80 (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-11 4:56,51,83,9,N,8,0,Partly Cloudy
3136,2,2021-01-06 1:20,2021-01-06 4:11,37.770727,-122.405966,37.766307,-122.405246,0.308,WB 80 JEO 101. [FSP] has closed their incident [],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-06 0:56,46,86,10,SSW,3,0,Fair
3137,2,2021-01-15 22:43,2021-01-16 2:20,37.80276,-122.45748,37.830136,-122.479697,2.247,Stationary traffic on US-101 N - CA-1 N from Lyon St (US-101) to Golden Gate Recreation Area (US-101) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-15 22:56,57,77,10,N,9,0,Partly Cloudy
3138,2,54:30.0,27:30.0,37.731545,-122.425009,37.732346,-122.431092,0.337,Slow traffic on I-280 S - John F Foran Fwy S from Alemany Blvd (I-280) to Monterey Blvd/San Jose Ave (I-280) due to accident.,R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-27 6:56,54,72,8,S,7,0,Mostly Cloudy
3139,2,10:00.0,40:43.0,37.713907,-122.451649,37.710347,-122.465369,0.789,SB 280 JSO JOHN DALY. GRY FORD F150 VS RED NISS TK PK[Shared],R,San Francisco,San Francisco,US/Pacific,KSFO,2021-01-21 0:56,48,46,10,CALM,0,0,Fair
3141,2,2021-02-12 20:23,2021-02-12 23:17,37.770114,-122.420561,37.770353,-122.421639,0.061,Accident from Duboce Ave exit [434A] to Market St / Octavia Blvd.,L,San Francisco,San Francisco,US/Pacific,KSFO,2021-02-12 19:56,54,80,10,W,22,0,Mostly Cloudy / Windy
